"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"1962",179479,"other","off_brand",4.7,8,21,48.9,3021
"1963",194907,"food","off_brand",4.7,22,1,69.8,1185
"1964",59426,"toys","premium",3.8,6,31,72.3,751
"1965",199102,"toys","off_brand",4.6,7,16,77.9,2464
"1966",94837,"health","off_brand",4,5,24,68.8,2000
"1967",83270,"health","off_brand",3.8,4,23,64,1817
"1968",209188,"other","off_brand",4.3,4,30,37.8,2755
"1969",70017,"other","premium",3.9,15,NA,19.2,1081
"1970",220080,"toys","off_brand",3.5,23,22,62.2,3075
"1971",176486,"other","premium",4.6,4,13,36.3,1816
"1972",76965,"other","off_brand",3.6,7,14,49,702
"1973",171686,"toys","off_brand",3.5,14,15,80.6,2727
"1974",57599,"health","premium",3.4,5,10,13.6,1077
"1975",138978,"health","premium",2.8,13,17,36.1,2691
"1976",70674,"toys",NA,4.2,8,NA,70,692
"1977",187289,"health","premium",4.4,6,26,35.7,3230
"1978",111751,"health","off_brand",4,5,7,39.2,891
"1979",97075,"health","off_brand",4.1,14,18,36.7,1072
"1980",76253,"other","off_brand",3.3,16,25,29.6,766
"1981",118595,"health","off_brand",3,4,27,63.3,2196
"1982",123992,"toys","premium",3.2,4,20,64.4,3081
"1983",185261,"health","premium",4.8,1,NA,32.8,2419
"1984",77454,"toys","premium",4,9,31,65.1,1222
"1985",157851,"toys",NA,3.4,13,19,28.7,2155
"1986",92960,"toys","premium",3.6,3,28,51.8,1164
"1987",189658,"other","off_brand",4.5,17,16,42.6,1644
"1988",97852,"toys","premium",4.4,7,19,7.5,877
"1989",256613,"toys","off_brand",4.8,8,12,57.4,2997
"1990",121664,"toys","off_brand",4.4,1,18,83.7,1026
"1991",155624,"toys",NA,4.7,6,18,25.4,2320
"1992",102421,"health","premium",2.9,18,32,23.9,1303
"1993",155643,"health","off_brand",4.8,5,27,51,1751
"1994",165396,"other","premium",4.6,14,9,67.4,1591
"1995",226334,"toys","off_brand",4.6,13,28,78,3087
"1996",64456,"health","off_brand",3.5,8,26,77.4,1093
"1997",145120,"food","premium",4.6,5,17,58.4,923
"1998",151845,"toys","premium",4.2,11,20,52.1,2275
"1999",113012,"toys","premium",4.1,14,28,69.8,2498
"2000",115673,"toys","premium",4.5,1,15,36.5,1018
"2001",93778,"toys","premium",4.2,13,24,37.2,861
"2002",132667,"health","off_brand",4.3,6,25,61.7,1608
"2003",145931,"other","off_brand",4.7,9,36,25.1,965
"2004",32442,"toys","off_brand",3.5,6,33,43.1,1081
"2005",112276,"toys","off_brand",3.3,4,17,56,2476
"2006",241659,"other","premium",4.9,18,18,45.6,3065
"2007",126698,"food","premium",3.3,12,21,33.4,1149
"2008",148684,"food","premium",4.1,13,21,36.4,1840
"2009",210317,"health","premium",4,10,20,77.9,2933
"2010",83244,"toys","premium",3.8,3,14,36.6,1359
"2011",69443,"toys","premium",3.7,2,23,29.2,1503
"2012",264804,"health","off_brand",4.7,13,7,73.4,3310
"2013",287366,"toys","off_brand",4.7,14,24,100.2,4014
"2014",172272,"health","off_brand",4.8,9,21,26.4,2356
"2015",173696,"health","off_brand",3.9,12,19,55.4,2551
"2016",214489,"other","premium",4.6,0,25,51.9,3031
"2017",221627,"toys","off_brand",4.9,11,25,57,2643
"2018",62057,"toys","premium",2.9,11,15,57.2,1309
"2019",64481,"toys","off_brand",3.7,2,24,58.4,1844
"2020",171121,"toys","off_brand",4.2,13,20,43.3,1802
"2021",92913,"health","off_brand",4.1,2,10,34.5,975
"2022",112757,"toys","off_brand",4.6,15,6,61.6,709
"2023",125566,"food","premium",4,17,16,15,909
"2024",160825,"health","off_brand",4.4,13,16,61.5,1083
"2025",35413,"health","off_brand",3.7,9,11,57.9,721
"2026",217485,"health","off_brand",4.3,11,10,5,2731
"2027",164205,"toys",NA,3.2,2,16,55.1,3490
"2028",185323,"health","off_brand",4.1,4,28,60.3,2652
"2029",127039,"toys","off_brand",3.4,18,19,38.1,974
"2030",134659,"toys","off_brand",4.4,1,30,56.1,1010
"2031",147756,"toys","off_brand",4.7,2,12,99.8,875
"2032",156968,"health","off_brand",4.4,5,32,45.3,2382
"2033",128984,"health","off_brand",3.4,7,26,94.2,2763
"2034",96358,"other","off_brand",3.7,5,15,50.8,1269
"2035",206281,"health","off_brand",4.1,2,21,6.8,3409
"2036",103168,"food","off_brand",4.4,0,16,62,1085
"2037",87859,"toys","premium",4.1,6,10,72.3,830
"2038",190098,"health","off_brand",3.5,6,15,63.2,3033
"2039",135671,"health","off_brand",4.7,3,15,33,1072
"2040",128301,"toys","premium",4.1,5,20,55,1533
"2041",94830,"health","off_brand",3.8,3,17,34.4,1283
"2042",139442,"toys","off_brand",4,7,18,90.6,2492
"2043",114389,"health",NA,4.7,2,17,38.9,474
"2044",99686,"health","off_brand",4.6,12,11,39.4,977
"2045",124308,"toys","off_brand",4.3,5,NA,63.7,1626
"2046",175787,"health","off_brand",4.5,5,15,5,2338
"2047",153538,"toys","off_brand",4.5,14,31,35.5,891
"2048",108805,"health","off_brand",3.9,14,24,34.7,1919
"2049",115543,"food","off_brand",4.2,5,14,58.6,998
"2050",94000,"health","off_brand",3.6,7,15,30.1,1182
"2051",238105,"toys","off_brand",4.8,3,15,80.6,2917
"2052",96109,"other","premium",4,6,10,26.6,686
"2053",178033,"food","off_brand",4.7,13,28,26.1,838
"2054",206529,"food","premium",4.2,2,21,83.3,2640
"2055",181837,"health","off_brand",4.6,5,24,44.1,2440
"2056",157723,"toys","off_brand",4.4,5,30,25.7,3198
"2057",209276,"food",NA,4.6,4,20,48.3,2928
"2058",139611,"health","off_brand",4.5,4,36,38.8,1039
"2059",156804,"other","premium",3.2,18,28,28.3,2692
"2060",131870,"health","off_brand",4.4,4,27,NA,1060
"2061",124933,"toys","off_brand",3.7,8,15,76.3,1312
"2062",178060,"food","off_brand",4.6,5,21,65.5,786
"2063",163269,"toys","premium",4.2,3,26,72.8,3114
"2064",198602,"other","premium",4,6,NA,34.1,2793
"2065",241068,"toys","off_brand",4.5,7,23,24.5,3767
"2066",96032,"other","premium",4.9,187,27,35.1,980
"2067",142294,"health","off_brand",2.6,5,14,51.7,3122
"2068",88349,"toys","off_brand",4.4,7,14,73.6,544
"2069",119881,"health","off_brand",4.5,8,15,69,1184
"2070",174090,"other",NA,4.6,3,21,25.8,1131
"2071",56584,"toys","off_brand",3.4,4,17,50.2,887
"2072",121647,"toys","off_brand",4,3,21,54.7,2089
"2073",113584,"toys","off_brand",4.1,8,27,87.7,1672
"2074",105675,"other","off_brand",3.8,1,15,63.4,2041
"2075",143671,"toys","off_brand",4.5,11,20,NA,1186
"2076",162408,"food","premium",4.3,223,27,49.9,2055
"2077",84837,"other","off_brand",4,14,13,26,1233
"2078",98800,"health","off_brand",4.4,3,15,74.4,857
"2079",165033,"toys","off_brand",4.4,9,24,68.7,2397
"2080",90112,"health","premium",3.5,10,24,15.7,1159
"2081",107534,"other","premium",4,9,29,48.1,1932
"2082",186273,"toys","off_brand",4.7,6,26,77.1,2132
"2083",179571,"health","off_brand",4.5,5,20,59.7,2131
"2084",82549,"toys","off_brand",3.5,2,27,64.8,1706
"2085",119893,"health","premium",4.3,4,24,36.1,1709
"2086",65179,"other","premium",3.5,8,28,65.9,999
"2087",247475,"food","premium",4.8,9,22,73.6,2463
"2088",98140,"other","premium",4.4,7,14,40.7,784
"2089",201805,"health","premium",4.2,4,10,33.4,3438
"2090",164467,"toys","off_brand",3.9,14,28,80.1,3023
"2091",100820,"health","off_brand",4.1,9,17,26.7,980
"2092",145491,"other","off_brand",4.4,7,31,20.9,1297
"2093",150848,"health","off_brand",4.2,8,30,32.3,1825
"2094",81085,"health","premium",3.9,2,17,31.9,1015
"2095",250979,"health","off_brand",4.1,13,24,87.8,3297
"2096",16161,"toys","premium",3,9,29,37.4,640
"2097",160877,"health","off_brand",4.2,3,11,45.6,1858
"2098",168416,"toys","off_brand",3.9,9,18,42.9,2376
"2099",190804,"toys","off_brand",4.7,6,NA,68.2,2245
"2100",217480,"toys",NA,4.5,3,20,64.6,3552
"2101",113082,"toys","off_brand",3.6,13,15,41.9,1012
"2102",92592,"toys","premium",3.1,7,NA,39,1712
"2103",219085,"toys","off_brand",4.3,2,NA,39,3941
"2104",143533,"health","premium",4.2,0,24,36.1,2578
"2105",110016,"toys","off_brand",3.6,6,15,94.7,2364
"2106",203786,"food","premium",4.3,6,24,81.7,2987
"2107",189829,"toys","premium",4.4,3,19,35.4,2901
"2108",208338,"other","premium",4.5,15,19,31.8,2184
"2109",121255,"food","premium",4.6,10,29,24.6,1013
"2110",140906,"toys","premium",3.5,212,21,92.1,2734
"2111",135331,"toys","off_brand",3.5,3,33,37.6,2841
"2112",118652,"food","premium",3.7,9,17,48.3,1187
"2113",120713,"health","premium",4.7,4,14,40.7,1045
"2114",113440,"other","premium",4.1,7,24,16,2629
"2115",218329,"health","off_brand",4.5,8,NA,71.7,2879
"2116",103302,"other","premium",2.4,5,34,50.7,2032
"2117",190408,"food","off_brand",4.4,4,10,37.3,2464
"2118",117125,"toys","premium",4.5,1,12,15.4,861
"2119",133098,"health","premium",4.3,3,19,5,2383
"2120",221884,"health","off_brand",4.5,11,13,29.5,2732
"2121",147197,"toys","off_brand",4.1,2,23,43.6,2503
"2122",86184,"health","premium",4.3,2,22,12.8,956
"2123",121682,"health","off_brand",4.4,9,13,66.8,965
"2124",167587,"food","premium",4.1,5,18,8.9,1303
"2125",211868,"other","premium",4.2,13,11,27.3,2936
"2126",132830,"other",NA,4.3,1,22,41.5,2324
"2127",138778,"toys",NA,4,11,26,5,2013
"2128",187329,"toys","premium",4.3,10,NA,59.2,3511
"2129",304493,"health","off_brand",4.8,20,3,41.4,3626
"2130",115933,"toys","premium",4.1,10,12,53.8,1041
"2131",38877,"food","premium",3.2,193,17,67.5,654
"2132",57256,"toys","premium",4,2,15,64,964
"2133",204539,"health","off_brand",3.9,4,18,42.6,3861
"2134",182598,"other","off_brand",4.2,8,7,30.3,2417
"2135",131965,"toys","premium",4.6,11,17,59.5,1134
"2136",87308,"other",NA,3.9,5,19,33.6,944
"2137",113887,"toys","premium",2.8,21,29,65.4,2959
"2138",120839,"health","off_brand",3.1,18,17,47.5,1442
"2139",105670,"health","off_brand",3.8,3,27,67,1613
"2140",57622,"toys","off_brand",3.6,11,14,90.6,994
"2141",86913,"other","off_brand",4.1,12,10,36.8,1078
"2142",62391,"health","off_brand",2.7,13,25,14,812
"2143",185385,"other","off_brand",3.5,7,17,24.7,2686
"2144",164646,"toys","off_brand",4.5,3,13,36,2185
"2145",87973,"health","off_brand",4.1,2,16,63.4,780
"2146",140601,"toys","off_brand",4.1,9,12,68.9,1191
"2147",57535,"other","premium",1.9,10,12,5,815
"2148",80034,"other","off_brand",3.9,8,26,38,1029
"2149",182379,"health","off_brand",4.8,16,21,69.7,1467
"2150",88095,"toys","off_brand",4.2,16,23,67.4,488
"2151",230907,"health",NA,4.2,5,NA,28.6,3269
"2152",224991,"toys","premium",4.2,24,32,42.8,3054
"2153",220202,"toys","off_brand",4.8,7,NA,NA,2304
"2154",144001,"health","off_brand",4.5,9,18,17.9,1288
"2155",159925,"health","off_brand",4.5,7,20,41.8,2070
"2156",85275,"food","premium",4,4,23,18.7,909
"2157",78006,"health","premium",3.9,2,37,46.3,731
"2158",274748,"other","off_brand",4.5,13,24,36.8,4085
"2159",121921,"health","off_brand",4.4,6,NA,24.2,2357
"2160",123876,"toys","off_brand",4.3,9,15,61.5,1274
"2161",115322,"health","off_brand",3.7,2,17,26.7,1869
"2162",114671,"health","premium",3.5,11,28,48.9,1717
"2163",146702,"other",NA,4.3,7,17,40.7,2505
"2164",183613,"toys","premium",4.3,8,30,81.8,2581
"2165",134161,"health",NA,4.4,4,7,27.2,859
"2166",137359,"toys","premium",4.4,12,16,36,1850
"2167",149223,"health","premium",4.3,7,NA,62.7,2348
"2168",87558,"health","off_brand",4.1,5,11,88,1162
"2169",133387,"food","premium",4.3,5,26,29,2490
"2170",227302,"health","premium",4.7,24,30,42.3,1535
"2171",111315,"toys","off_brand",3.7,6,6,37.2,1205
"2172",190379,"health","premium",4.1,12,21,46.5,2910
"2173",154728,"toys","off_brand",4.5,5,10,40.4,578
"2174",142552,"toys","premium",3.9,3,23,39.9,3413
"2175",104169,"toys","premium",3.9,2,22,106.7,1322
"2176",153835,"toys","off_brand",4.7,19,32,85.4,849
"2177",54119,"food","off_brand",3.4,5,19,59.5,566
"2178",96745,"toys","premium",4.8,14,30,33.3,556
"2179",223386,"health","off_brand",4.1,14,21,NA,3290
"2180",109410,"health","off_brand",4.1,10,23,68.6,1513
"2181",162903,"health","off_brand",4.6,6,28,22.4,1033
"2182",97632,"other","premium",3.7,3,4,88.1,1420
"2183",221852,"other","off_brand",4.7,10,18,69.6,1858
"2184",201462,"food","off_brand",4.5,0,24,61,2241
"2185",70256,"other","premium",3.4,9,9,45.2,942
"2186",136099,"toys","off_brand",3.6,1,12,80.7,2648
"2187",157179,"other","off_brand",4.9,2,26,49.5,1950
"2188",135758,"toys",NA,4.5,6,24,85.6,999
"2189",130884,"food","premium",4.4,11,16,55.9,1012
"2190",37902,"toys","premium",4.1,6,16,34.2,796
"2191",180340,"toys","off_brand",4.7,18,15,44.6,1175
"2192",149780,"health","premium",4.3,9,17,77.6,1191
"2193",139308,"health","premium",4.2,2,NA,20.8,2377
"2194",207330,"toys","premium",3.8,17,21,69.6,2932
"2195",146426,"toys","off_brand",3.9,8,NA,43,2006
"2196",110226,"other","off_brand",3.9,4,18,61.5,1423
"2197",81559,"health","premium",4.1,6,20,61.5,1549
"2198",171857,"health","off_brand",4.6,7,20,13.3,903
"2199",207392,"other","off_brand",3.3,4,20,49.4,3385
"2200",206144,"health","premium",4.4,10,30,40.3,2902
"2201",139951,"health","off_brand",3.8,3,19,71.4,1987
"2202",64892,"other","off_brand",3.4,5,24,59,987
"2203",147969,"health","premium",4.6,12,14,62.9,769
"2204",171991,"toys","off_brand",3.4,6,5,78.4,3176
"2205",230170,"food","premium",3.9,20,19,46.5,2824
"2206",132213,"toys","premium",3,187,30,30.2,2943
"2207",203245,"health","off_brand",4.4,7,20,44.8,2675
"2208",255836,"food","off_brand",4.1,31,26,57.2,3115
"2209",275774,"toys","premium",4.5,11,12,49.9,4867
"2210",238564,"toys","off_brand",4.2,14,19,72.5,3369
"2211",139311,"health","premium",4.6,6,11,25.8,864
"2212",70107,"health",NA,3.7,6,30,6.5,1061
"2213",145537,"toys","off_brand",4.9,9,18,69.6,1209
"2214",75245,"toys","off_brand",3.1,2,20,60.2,768
"2215",123893,"health",NA,4.7,4,28,40.6,1790
"2216",158146,"toys","premium",4.8,3,30,56.7,1759
"2217",62840,"toys","premium",3.4,4,20,29.3,1106
"2218",248204,"health","off_brand",4.7,9,23,55.5,3281
"2219",208533,"health","off_brand",4.8,11,14,29.9,2523
"2220",159791,"food","premium",3.9,5,9,NA,2385
"2221",195526,"other","premium",4,4,18,46.1,3254
"2222",148496,"toys","premium",3.4,24,24,59.2,2123
"2223",49965,"health","off_brand",3.6,7,21,44,1118
"2224",108508,"toys",NA,4.7,8,24,76.1,619
"2225",82290,"toys","off_brand",3.8,10,31,89.9,671
"2226",218513,"food","off_brand",3.9,1,6,NA,3445
"2227",78813,"health","off_brand",3.9,4,22,49.5,1048
"2228",223161,"toys","premium",4.8,10,13,29.1,2336
"2229",111758,"other","premium",4.3,10,23,28.1,1053
"2230",181384,"toys","premium",4,1,6,58.7,3530
"2231",125312,"health","off_brand",3.8,5,29,40.1,2583
"2232",119478,"health","off_brand",4.6,11,33,60.2,639
"2233",49431,"toys","premium",3.5,3,19,51.1,613
"2234",157304,"other","premium",3,9,5,51.8,3114
"2235",84763,"toys","premium",3.7,6,11,50.5,963
"2236",202796,"toys","premium",4.5,6,19,52.5,2629
"2237",178153,"other","premium",4.2,15,25,18.2,2738
"2238",55492,"other","off_brand",3.6,8,19,40.8,915
"2239",233647,"health","premium",4.8,14,18,NA,2852
"2240",153423,"other","off_brand",3.7,7,13,20.4,3324
"2241",243744,"food","off_brand",4.6,7,29,32.8,3640
"2242",192833,"toys","off_brand",4.1,12,11,70.2,2747
"2243",187472,"toys","premium",3.9,8,13,49.1,3139
"2244",187236,"health","off_brand",4.2,4,12,27.8,2310
"2245",118936,"health","premium",3.7,24,13,72.6,1981
"2246",130137,"health",NA,3.8,2,12,12.4,1684
"2247",98991,"other","off_brand",3.2,6,17,41,1282
"2248",121739,"other","off_brand",4.6,6,16,61.4,1102
"2249",176587,"food","premium",4.1,16,30,52.3,2474
"2250",70452,"toys",NA,3.6,7,9,31.1,1046
